States,Position
INIT, 0, 5, 0
green found, -4, -1, 0
trace found, 7, -1, 0
nothing interesting, 12, -1, 0
red found, 1, -1, 0
is full, -9, -1, 0
,,
Actions,Position
back to home, -8, -4, 0
go to green, -3, -4, 0
pick green, -5, -4, 0
go to green trace, 6, -4, 0
go to red trace, 8, -4, 0
go to home, 12, -4, 0
go to red, 2, -4, 0
pick red, 0, -4, 0
drop to home, -10, -4, 0
,,
Operators,Position
V[]aggV*, -8, -5, 0
VgetRT, -8, -6, 0
V[]aggV*, -3, -5, 0
VgetRT, -3, -6, 0
getClosestResource_macro, -4, -6, 0
getClosestResource_macro, -5, -5, 0
V[]aggV*, 6, -5, 0
V[]reverseV[], 6, -6, 0
V[]getRT, 6, -7, 0
getYoungestTrace_macro, 6, -8, 0
V[]aggV*, 8, -5, 0
V[]reverseV[], 8, -6, 0
V[]getRT, 8, -7, 0
getYoungestTrace_macro, 9, -7, 0
V[]aggV*, 12, -5, 0
VgetRT, 12, -6, 0
V[]aggV*, 2, -5, 0
VgetRT, 2, -6, 0
getClosestResource_macro, 3, -6, 0
getClosestResource_macro, 0, -5, 0
stateFull_macro, -5, 3, 0
somethingInSight_macro, -3, 2, 0
resourcesColor_macro, -4, 1, 0
somethingInSight_macro, 0, 2, 0
resourcesColor_macro, -1, 2, 0
resourceInRange_macro, -5, -2, 0
somethingInSight_macro, 6, -2, 0
traceColor_macro, 5, -2, 0
somethingInSight_macro, 8, -2, 0
traceColor_macro, 9, -2, 0
resourceInRange_macro, 0, -2, 0
B<SS, -11, -2, 0
SdistVV, -12, -2, 0
VgetRT, -13, -2, 0
VgetRT, -12, -1, 0
,,
Parameters,Position
ref:home,-7, -6, 0
const txt=pos,-9, -6, 0
const color=Green,-4, -7, 0
const txt=pos,-2, -6, 0
const color=Green,-5, -6, 0
const color=Green,5, -8, 0
const txt=points,5, -7, 0
const color=Red,9, -8, 0
const txt=points,7, -7, 0
ref:home,11, -6, 0
const txt=pos,13, -6, 0
const color=Red,3, -7, 0
const txt=pos,1, -6, 0
const color=Red,0, -6, 0
const txt=nbItemMax,-6, 3, 0
const txt=nbItem,-4, 3, 0
const color=Green,-5, 0, 0
const color=Red,-1, 1, 0
const color=Green,-6, -2, 0
const color=Green,4, -2, 0
const color=Red,10, -2, 0
const color=Red,-1, -2, 0
ref:self,-13, -3, 0
const txt=curPos,-13, -1, 0
ref:home,-12, 0, 0
const txt=pos,-11, -1, 0
const scal=1,-12, -3, 0
